dataset_name,model_name,threshold,n,prevalence,tp,fp,positive_n,net_benefit,treat_all_net_benefit,treat_none_net_benefit,net_benefit_minus_treat_all,net_benefit_minus_treat_none,interpretation_note
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.005,1030526,0.020190659915421832,20807,1009719,1030526,0.015266994889871186,0.015266994889871186,0.0,0.0,0.015266994889871186,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.01,1030526,0.020190659915421832,20807,1009717,1030524,0.010293615477764154,0.010293595874163465,0.0,1.9603600688936074e-08,0.010293615477764154,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.02,1030526,0.020190659915421832,20807,1009684,1030491,0.00019524406141393016,0.000194550934103907,0.0,6.931273100231616e-07,0.00019524406141393016,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.03,1030526,0.020190659915421832,20807,1009510,1030317,-0.010106449291804962,-0.010112721736678525,0.0,6.27244487356321e-06,-0.010106449291804962,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.05,1030526,0.020190659915421832,20789,1001554,1022343,-0.030978712250882206,-0.03137825272060861,0.0,0.0003995404697264039,-0.030978712250882206,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.075,1030526,0.020190659915421832,20541,953435,973976,-0.0550830746051439,-0.05925334063197639,0.0,0.0041702660268324865,-0.0550830746051439,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.1,1030526,0.020190659915421832,20138,864980,885118,-0.07372049699754193,-0.0886770445384202,0.0,0.01495654754087826,-0.07372049699754193,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.15,1030526,0.020190659915421832,18822,661008,679830,-0.09492867777060968,-0.15271687068773904,0.0,0.05778819291712936,-0.09492867777060968,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.2,1030526,0.020190659915421832,17441,492861,510302,-0.10264102992064247,-0.22476167510572273,0.0,0.12212064518508026,-0.10264102992064247,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P10_true_trained_ultra_minimal_sensitivity_model,0.3,1030526,0.020190659915421832,14618,275699,290317,-0.10047171472210725,-0.3997276286922545,0.0,0.2992559139701472,-0.10047171472210725,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.005,1030526,0.020190659915421832,20807,1009719,1030526,0.015266994889871186,0.015266994889871186,0.0,0.0,0.015266994889871186,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.01,1030526,0.020190659915421832,20807,1009703,1030510,0.010293752702968966,0.010293595874163465,0.0,1.5682880550108025e-07,0.010293752702968966,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.02,1030526,0.020190659915421832,20807,1009675,1030482,0.00019542229415079118,0.000194550934103907,0.0,8.713600468841787e-07,0.00019542229415079118,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.03,1030526,0.020190659915421832,20807,1009449,1030256,-0.010104618578229425,-0.010112721736678525,0.0,8.103158449099951e-06,-0.010104618578229425,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.05,1030526,0.020190659915421832,20796,1001278,1022074,-0.030957823582581288,-0.03137825272060861,0.0,0.00042042913802732215,-0.030957823582581288,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.075,1030526,0.020190659915421832,20590,952014,972604,-0.054923722763253253,-0.05925334063197639,0.0,0.004329617868723136,-0.054923722763253253,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.1,1030526,0.020190659915421832,20199,861985,882184,-0.07333838361294244,-0.0886770445384202,0.0,0.015338660925477754,-0.07333838361294244,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.15,1030526,0.020190659915421832,18953,657520,676473,-0.09420426187837143,-0.15271687068773904,0.0,0.05851260880936761,-0.09420426187837143,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.2,1030526,0.020190659915421832,17652,489197,506849,-0.10154741365089286,-0.22476167510572273,0.0,0.12321426145482987,-0.10154741365089286,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P12_true_trained_clinical_landing_model,0.3,1030526,0.020190659915421832,14726,273367,288093,-0.09939709014065218,-0.3997276286922545,0.0,0.3003305385516023,-0.09939709014065218,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.005,1030526,0.020190659915421832,20807,1009719,1030526,0.015266994889871186,0.015266994889871186,0.0,0.0,0.015266994889871186,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.01,1030526,0.020190659915421832,20807,1009702,1030509,0.010293762504769308,0.010293595874163465,0.0,1.666306058429462e-07,0.010293762504769308,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.02,1030526,0.020190659915421832,20807,1009645,1030452,0.0001960164032736647,0.000194550934103907,0.0,1.465469169757705e-06,0.0001960164032736647,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.03,1030526,0.020190659915421832,20807,1009084,1029891,-0.010093664308474162,-0.010112721736678525,0.0,1.9057428204363736e-05,-0.010093664308474162,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.05,1030526,0.020190659915421832,20768,994156,1014924,-0.03062125555298945,-0.03137825272060861,0.0,0.0007569971676191604,-0.03062125555298945,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.075,1030526,0.020190659915421832,20453,929435,949888,-0.0532801642991973,-0.05925334063197639,0.0,0.005973176332779093,-0.0532801642991973,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.1,1030526,0.020190659915421832,20045,830499,850544,-0.07009300751913748,-0.0886770445384202,0.0,0.018584037019282712,-0.07009300751913748,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.15,1030526,0.020190659915421832,18674,626977,645651,-0.0892447158053266,-0.15271687068773904,0.0,0.06347215488241244,-0.0892447158053266,supplementary clinical utility estimate; not an automatic intervention trigger
mimic_internal,P15_clinically_parsimonious_transport_model,0.2,1030526,0.020190659915421832,17362,465693,483055,-0.0961268808356121,-0.22476167510572273,0.0,0.12863479427011063,-0.0961268808356121,supplementary clinical utility estimate; not an automatic intervention trigger
